GeoID,GeoIDTwo,GeoDisplay,Total,PercentBelow,PercentBelowError,TotalMale,PercentBelowMale,PercentBelowMaleError,TotalFemale,PercentBelowFemale,PercentBelowFemaleError
1400000US19113010800,19113010800,"Census Tract 108, Linn County, Iowa",6376,9.8,3.8,3180,9.1,4.4,3196,10.5,4.2
1400000US19115450100,19115450100,"Census Tract 4501, Louisa County, Iowa",2996,11.6,5.9,1560,11.6,7.7,1436,11.6,5.2
1400000US19115450200,19115450200,"Census Tract 4502, Louisa County, Iowa",4012,12.7,3.9,2047,10.3,4,1965,15.2,5.1
1400000US19115450300,19115450300,"Census Tract 4503, Louisa County, Iowa",4259,11.1,2.8,2121,10.2,2.7,2138,12,4
1400000US19117950100,19117950100,"Census Tract 9501, Lucas County, Iowa",1943,15.3,5.5,1021,13,5.4,922,17.8,6.4
1400000US19117950200,19117950200,"Census Tract 9502, Lucas County, Iowa",2465,10.8,4.6,1192,8,3.9,1273,13.4,6
1400000US19117950300,19117950300,"Census Tract 9503, Lucas County, Iowa",1711,11.4,4.9,860,11.2,7.3,851,11.6,5.5
1400000US19117950400,19117950400,"Census Tract 9504, Lucas County, Iowa",2600,29.8,8.5,1269,30.3,9.7,1331,29.5,9
1400000US19119950100,19119950100,"Census Tract 9501, Lyon County, Iowa",2688,13.2,5.1,1331,10.4,4,1357,15.8,6.7
1400000US19119950200,19119950200,"Census Tract 9502, Lyon County, Iowa",3364,9.5,3.7,1710,6.3,3.5,1654,12.8,5.2
1400000US19119950300,19119950300,"Census Tract 9503, Lyon County, Iowa",5363,7.2,3.3,2691,9,4.8,2672,5.3,2.5
1400000US19121060100,19121060100,"Census Tract 601, Madison County, Iowa",6275,7.3,2.4,3165,7,2.6,3110,7.5,3.5
1400000US19121060200,19121060200,"Census Tract 602, Madison County, Iowa",4959,15.7,7,2361,19.6,9.4,2598,12.1,6.3
1400000US19121060300,19121060300,"Census Tract 603, Madison County, Iowa",4121,4.3,2.3,2123,3.3,2.1,1998,5.4,3
1400000US19123950100,19123950100,"Census Tract 9501, Mahaska County, Iowa",3145,7.7,2.6,1596,6.2,2.6,1549,9.3,3.1
1400000US19123950200,19123950200,"Census Tract 9502, Mahaska County, Iowa",3343,9.7,3.7,1670,9.3,3.9,1673,10.1,4
1400000US19123950300,19123950300,"Census Tract 9503, Mahaska County, Iowa",3609,7.9,3.6,1943,7.9,4,1666,7.9,3.9
1400000US19123950400,19123950400,"Census Tract 9504, Mahaska County, Iowa",2789,5.7,3.3,1329,3.5,2.3,1460,7.7,5.1
1400000US19123950500,19123950500,"Census Tract 9505, Mahaska County, Iowa",3335,26,7.8,1646,24.5,8.5,1689,27.5,8.4
1400000US19123950600,19123950600,"Census Tract 9506, Mahaska County, Iowa",2945,34.4,8.3,1496,39.2,10.2,1449,29.5,9.7
1400000US19123950700,19123950700,"Census Tract 9507, Mahaska County, Iowa",2604,25.8,8.5,1216,21.7,9.1,1388,29.3,11.1
1400000US19125030100,19125030100,"Census Tract 301, Marion County, Iowa",7052,4,2,3533,5,2.9,3519,3,1.4
1400000US19125030200,19125030200,"Census Tract 302, Marion County, Iowa",6608,6.7,2.7,3272,7,3.8,3336,6.3,3.7
1400000US19125030300,19125030300,"Census Tract 303, Marion County, Iowa",2053,16.8,5.6,948,14.6,6.3,1105,18.6,8
1400000US19125030401,19125030401,"Census Tract 304.01, Marion County, Iowa",4333,16.4,7.4,2229,15.9,7.4,2104,16.9,8.1
1400000US19125030402,19125030402,"Census Tract 304.02, Marion County, Iowa",3881,8.6,3.6,1893,6.7,3.4,1988,10.5,4.3
1400000US19125030500,19125030500,"Census Tract 305, Marion County, Iowa",1974,15.8,6.8,998,12.3,6.9,976,19.3,8.7
1400000US19125030600,19125030600,"Census Tract 306, Marion County, Iowa",2946,7.2,3.2,1344,4.8,2.6,1602,9.1,4.4
1400000US19125030700,19125030700,"Census Tract 307, Marion County, Iowa",2825,8.2,3,1442,7.1,3.3,1383,9.3,3.9
1400000US19127950100,19127950100,"Census Tract 9501, Marshall County, Iowa",3146,8.7,3.5,1746,6.6,3.1,1400,11.4,5
1400000US19127950200,19127950200,"Census Tract 9502, Marshall County, Iowa",2962,12.7,4.4,1485,12.9,5.4,1477,12.6,4.3
1400000US19127950300,19127950300,"Census Tract 9503, Marshall County, Iowa",3153,6.4,2,1595,4.8,2.1,1558,8,3
1400000US19127950400,19127950400,"Census Tract 9504, Marshall County, Iowa",2927,5.4,2.7,1450,5,3.3,1477,5.9,2.9
1400000US19127950500,19127950500,"Census Tract 9505, Marshall County, Iowa",4770,28.1,8.2,2559,28.5,9.4,2211,27.7,8.7
1400000US19127950600,19127950600,"Census Tract 9506, Marshall County, Iowa",4043,21.3,7.4,1922,19.6,7.5,2121,22.9,8.3
1400000US19127950700,19127950700,"Census Tract 9507, Marshall County, Iowa",4213,13.5,6.7,2197,11.5,6.4,2016,15.6,7.9
1400000US19127950800,19127950800,"Census Tract 9508, Marshall County, Iowa",6734,7.1,6.6,3260,5.3,5.6,3474,8.8,7.6
1400000US19127950900,19127950900,"Census Tract 9509, Marshall County, Iowa",3475,12.6,5.3,1553,12.9,6.3,1922,12.4,6.8
1400000US19127951000,19127951000,"Census Tract 9510, Marshall County, Iowa",3880,10.1,5.1,1914,12.7,6.5,1966,7.4,5.1
1400000US19129040100,19129040100,"Census Tract 401, Mills County, Iowa",2933,8.4,2.3,1494,9.5,2.6,1439,7.2,2.7
1400000US19129040201,19129040201,"Census Tract 402.01, Mills County, Iowa",2077,8.2,5.4,1025,8.4,6.9,1052,8,4.3
1400000US19129040202,19129040202,"Census Tract 402.02, Mills County, Iowa",3442,8.4,6.2,1854,8.4,7.3,1588,8.5,6
1400000US19129040301,19129040301,"Census Tract 403.01, Mills County, Iowa",2719,4.1,3.5,1252,1.6,1.9,1467,6.3,4.9
1400000US19129040302,19129040302,"Census Tract 403.02, Mills County, Iowa",3497,8.7,5.4,1701,10.2,7.8,1796,7.2,5.2
1400000US19131560100,19131560100,"Census Tract 5601, Mitchell County, Iowa",3256,7.8,2.5,1652,6.7,2.7,1604,9,2.8
1400000US19131560200,19131560200,"Census Tract 5602, Mitchell County, Iowa",3581,5.6,2.4,1831,2.9,2,1750,8.3,3.7
1400000US19131560300,19131560300,"Census Tract 5603, Mitchell County, Iowa",3669,8,3.5,1709,5.7,4.4,1960,10.1,3.9
1400000US19133960100,19133960100,"Census Tract 9601, Monona County, Iowa",2310,9.1,3,1207,7.4,3.1,1103,11,3.5
1400000US19133960200,19133960200,"Census Tract 9602, Monona County, Iowa",1936,17.1,11.6,912,15.9,10.1,1024,18.2,13.4
1400000US19133960300,19133960300,"Census Tract 9603, Monona County, Iowa",2945,13,7.5,1451,9.3,8.5,1494,16.7,7.3
1400000US19133960400,19133960400,"Census Tract 9604, Monona County, Iowa",1764,8.3,3.6,891,5.9,2.9,873,10.8,5.5
1400000US19135070100,19135070100,"Census Tract 701, Monroe County, Iowa",3132,11.1,4.9,1575,5.8,2.7,1557,16.5,7.6
1400000US19135070200,19135070200,"Census Tract 702, Monroe County, Iowa",2585,16.4,7.5,1299,15.2,7.3,1286,17.6,8.4
1400000US19135070300,19135070300,"Census Tract 703, Monroe County, Iowa",2058,11.7,5,1033,9.1,5,1025,14.3,6.6
1400000US19137960100,19137960100,"Census Tract 9601, Montgomery County, Iowa",2083,4.1,1.8,1004,2.1,1.2,1079,5.9,3.1
1400000US19137960200,19137960200,"Census Tract 9602, Montgomery County, Iowa",2559,12.3,5.5,1352,16.4,8,1207,7.8,4.8
1400000US19137960300,19137960300,"Census Tract 9603, Montgomery County, Iowa",3117,27.1,6.8,1479,23.7,7.8,1638,30.2,8.1
1400000US19137960400,19137960400,"Census Tract 9604, Montgomery County, Iowa",2712,16.5,3.8,1291,14.5,4,1421,18.3,4.8
1400000US19139050100,19139050100,"Census Tract 501, Muscatine County, Iowa",3282,10.7,5.4,1781,9.8,8.8,1501,11.7,5.5
1400000US19139050200,19139050200,"Census Tract 502, Muscatine County, Iowa",4764,8.5,4.6,2333,7.9,5.1,2431,9,4.5
1400000US19139050300,19139050300,"Census Tract 503, Muscatine County, Iowa",4971,14.7,5.9,2499,11.4,5.5,2472,18,7.5
1400000US19139050400,19139050400,"Census Tract 504, Muscatine County, Iowa",4162,9.4,4.3,2168,9.4,5.9,1994,9.5,4.2
1400000US19139050500,19139050500,"Census Tract 505, Muscatine County, Iowa",4441,19.1,6.1,2016,12.1,7,2425,24.9,7.1
1400000US19139050600,19139050600,"Census Tract 506, Muscatine County, Iowa",4876,9.9,6.4,2410,5.4,3.8,2466,14.3,9.2
1400000US19139050700,19139050700,"Census Tract 507, Muscatine County, Iowa",5511,17.8,10.9,2538,17.4,14.1,2973,18.2,9.8
1400000US19139050800,19139050800,"Census Tract 508, Muscatine County, Iowa",3713,19.3,8.2,1764,16.2,7.7,1949,22.2,9.4
1400000US19139050900,19139050900,"Census Tract 509, Muscatine County, Iowa",2979,21.1,9.6,1665,20.2,10.5,1314,22.3,10.4
1400000US19139051000,19139051000,"Census Tract 510, Muscatine County, Iowa",3194,24.9,10.2,1590,21.4,11.1,1604,28.2,11.3
1400000US19141490100,19141490100,"Census Tract 4901, O'Brien County, Iowa",2801,21.5,7.8,1267,19.4,7.7,1534,23.3,8.6
1400000US19141490200,19141490200,"Census Tract 4902, O'Brien County, Iowa",3519,8.9,3.7,1688,7.5,3.6,1831,10.2,4.2
1400000US19141490300,19141490300,"Census Tract 4903, O'Brien County, Iowa",4936,6.2,2.3,2665,9,3.7,2271,3,2.2
1400000US19141490400,19141490400,"Census Tract 4904, O'Brien County, Iowa",2640,12.4,6.2,1291,13.6,7.5,1349,11.3,5.4
1400000US19143460100,19143460100,"Census Tract 4601, Osceola County, Iowa",3302,11.4,4.4,1602,10.1,4.6,1700,12.5,5.3
1400000US19143460200,19143460200,"Census Tract 4602, Osceola County, Iowa",2987,7.1,3.2,1511,5,2.5,1476,9.2,4.3
1400000US19145490100,19145490100,"Census Tract 4901, Page County, Iowa",2625,8.4,3.1,1321,6.4,2.9,1304,10.4,4.1
1400000US19145490200,19145490200,"Census Tract 4902, Page County, Iowa",2371,16.8,5.8,1051,15.5,7.2,1320,17.9,6.4
1400000US19145490300,19145490300,"Census Tract 4903, Page County, Iowa",2854,15.2,7.1,1473,8.8,5.1,1381,22.2,11.3
1400000US19145490400,19145490400,"Census Tract 4904, Page County, Iowa",2422,14.2,5.8,1160,19.7,9,1262,9,4.7
1400000US19145490500,19145490500,"Census Tract 4905, Page County, Iowa",2081,10.1,5.2,941,3.7,3.8,1140,15.4,7.7
1400000US19145490600,19145490600,"Census Tract 4906, Page County, Iowa",2233,10.1,3.2,1093,8.9,3.7,1140,11.3,4
1400000US19147960100,19147960100,"Census Tract 9601, Palo Alto County, Iowa",1825,5.3,2.4,1019,5.9,3.5,806,4.5,1.9
1400000US19147960200,19147960200,"Census Tract 9602, Palo Alto County, Iowa",1959,6.7,2.9,977,4.8,2.4,982,8.7,3.8
1400000US19147960300,19147960300,"Census Tract 9603, Palo Alto County, Iowa",3749,15.9,4.2,1830,18.7,5.6,1919,13.2,4.7
1400000US19147960400,19147960400,"Census Tract 9604, Palo Alto County, Iowa",1525,11.7,4.2,771,8.8,3.8,754,14.6,5.8
1400000US19149970100,19149970100,"Census Tract 9701, Plymouth County, Iowa",6257,5.3,2.5,2842,3,2.2,3415,7.2,3.5
1400000US19149970200,19149970200,"Census Tract 9702, Plymouth County, Iowa",3436,6.9,4.8,1709,5.8,4.8,1727,8,5.3
1400000US19149970300,19149970300,"Census Tract 9703, Plymouth County, Iowa",3248,6.3,2.3,1629,6.2,3.3,1619,6.4,2.1
1400000US19149970400,19149970400,"Census Tract 9704, Plymouth County, Iowa",3235,4.7,1.8,1705,4.2,2.1,1530,5.2,2.5
1400000US19149970500,19149970500,"Census Tract 9705, Plymouth County, Iowa",3171,5.6,3.2,1668,3.6,2.3,1503,7.9,4.6
1400000US19149970600,19149970600,"Census Tract 9706, Plymouth County, Iowa",5184,3.4,1.4,2566,2.7,1.5,2618,4.1,1.7
1400000US19151780100,19151780100,"Census Tract 7801, Pocahontas County, Iowa",1979,18.3,5.5,1043,19,8.3,936,17.6,4.1
1400000US19151780200,19151780200,"Census Tract 7802, Pocahontas County, Iowa",3024,14.3,4.6,1517,13.2,5.9,1507,15.4,4.7
1400000US19151780300,19151780300,"Census Tract 7803, Pocahontas County, Iowa",2124,8.8,3,1012,6.6,2.8,1112,10.8,4
1400000US19153000101,19153000101,"Census Tract 1.01, Polk County, Iowa",3489,28.8,8.1,1733,29.4,9.7,1756,28.2,9
1400000US19153000102,19153000102,"Census Tract 1.02, Polk County, Iowa",3825,10,3.8,1817,6.9,4.1,2008,12.7,5.7
1400000US19153000103,19153000103,"Census Tract 1.03, Polk County, Iowa",2198,14,11.4,1083,7.7,8.8,1115,20.2,15.6
1400000US19153000201,19153000201,"Census Tract 2.01, Polk County, Iowa",2758,5.7,4.2,1252,1.3,1.5,1506,9.4,7.1
1400000US19153000202,19153000202,"Census Tract 2.02, Polk County, Iowa",3479,12.4,5.9,1845,13.1,5.9,1634,11.6,7
1400000US19153000300,19153000300,"Census Tract 3, Polk County, Iowa",3716,15.6,6.6,1896,13.1,6.3,1820,18.3,9
1400000US19153000400,19153000400,"Census Tract 4, Polk County, Iowa",4870,7.5,3.5,2230,7,3.3,2640,7.8,4.9
1400000US19153000500,19153000500,"Census Tract 5, Polk County, Iowa",4814,15,7.3,2385,11.9,6.4,2429,18.1,9.4
1400000US19153000600,19153000600,"Census Tract 6, Polk County, Iowa",3956,13.1,7.1,1952,12.2,8.8,2004,14,6.5
1400000US19153000701,19153000701,"Census Tract 7.01, Polk County, Iowa",3098,31.8,9.3,1507,25.1,9.1,1591,38.1,11
1400000US19153000702,19153000702,"Census Tract 7.02, Polk County, Iowa",3078,14.5,9.3,1505,16,11.3,1573,13.1,10.6
1400000US19153000703,19153000703,"Census Tract 7.03, Polk County, Iowa",2966,9.2,4.6,1452,12.4,6.7,1514,6.1,3.8
1400000US19153000704,19153000704,"Census Tract 7.04, Polk County, Iowa",2897,3,2.2,1529,2.9,2.1,1368,3.1,2.7
1400000US19153000801,19153000801,"Census Tract 8.01, Polk County, Iowa",5926,12.5,9.7,2798,11.7,9,3128,13.3,10.9
1400000US19153000802,19153000802,"Census Tract 8.02, Polk County, Iowa",3393,2.8,2.1,1601,2.1,1.6,1792,3.5,3.6
1400000US19153000803,19153000803,"Census Tract 8.03, Polk County, Iowa",3769,7.2,4.1,1797,6.4,4.1,1972,8,4.7
1400000US19153000901,19153000901,"Census Tract 9.01, Polk County, Iowa",3542,7.3,3.3,1813,6.3,4.1,1729,8.4,4.1
1400000US19153000902,19153000902,"Census Tract 9.02, Polk County, Iowa",3213,8.8,4.5,1440,5,3.8,1773,11.9,5.5
1400000US19153001000,19153001000,"Census Tract 10, Polk County, Iowa",3965,16.5,7.5,1945,15,7.8,2020,18,9.4
1400000US19153001100,19153001100,"Census Tract 11, Polk County, Iowa",3582,37,17.2,2060,39.1,19.6,1522,34.2,15.2
1400000US19153001200,19153001200,"Census Tract 12, Polk County, Iowa",3177,27.1,10.1,1523,24.4,8.8,1654,29.6,12.7
1400000US19153001500,19153001500,"Census Tract 15, Polk County, Iowa",3462,19.2,12.5,1627,16.5,12,1835,21.5,13.2
1400000US19153001700,19153001700,"Census Tract 17, Polk County, Iowa",2527,17.7,7.5,1210,16.9,8.7,1317,18.4,8.5
1400000US19153001800,19153001800,"Census Tract 18, Polk County, Iowa",1987,12.5,9.5,1107,11,8.8,880,14.3,12.3
1400000US19153001900,19153001900,"Census Tract 19, Polk County, Iowa",4023,19.7,8.3,2028,19.1,9.4,1995,20.2,9.6
1400000US19153002100,19153002100,"Census Tract 21, Polk County, Iowa",4706,24,7.9,2354,20.9,7.1,2352,27.1,9.9
1400000US19153002600,19153002600,"Census Tract 26, Polk County, Iowa",2395,39.5,11,1136,29.9,13.4,1259,48.1,12.3
1400000US19153002700,19153002700,"Census Tract 27, Polk County, Iowa",3186,35,8.5,1400,25.4,7,1786,42.6,11.4
1400000US19153002800,19153002800,"Census Tract 28, Polk County, Iowa",3405,27.5,7.6,1715,23,7.8,1690,32.2,10.3
1400000US19153002900,19153002900,"Census Tract 29, Polk County, Iowa",4337,27.1,8.1,1974,29.6,9.3,2363,25.1,8.7
1400000US19153003001,19153003001,"Census Tract 30.01, Polk County, Iowa",1771,3.4,2.2,924,4.3,3.7,847,2.5,2.3
1400000US19153003002,19153003002,"Census Tract 30.02, Polk County, Iowa",3348,4.9,2.3,1550,4.8,2.7,1798,5,3.5
1400000US19153003100,19153003100,"Census Tract 31, Polk County, Iowa",1834,6.7,4.7,810,5.6,5.8,1024,7.6,5.7
1400000US19153003200,19153003200,"Census Tract 32, Polk County, Iowa",2410,6.5,3.4,1130,7.7,5.5,1280,5.4,4
1400000US19153003901,19153003901,"Census Tract 39.01, Polk County, Iowa",3686,24.3,11.6,1836,27.6,12.3,1850,21,12.5
1400000US19153003902,19153003902,"Census Tract 39.02, Polk County, Iowa",5295,18.7,6.7,2372,12.8,5.4,2923,23.5,8.8
1400000US19153004001,19153004001,"Census Tract 40.01, Polk County, Iowa",3660,20.1,8.2,1649,20.6,9.6,2011,19.7,8.7
1400000US19153004004,19153004004,"Census Tract 40.04, Polk County, Iowa",3346,2.2,1.3,1620,0.6,0.9,1726,3.7,2.2
1400000US19153004100,19153004100,"Census Tract 41, Polk County, Iowa",3358,17.2,7.5,1535,14.6,7.4,1823,19.5,8.7
1400000US19153004200,19153004200,"Census Tract 42, Polk County, Iowa",1829,17.9,8.6,949,19.1,9.9,880,16.7,8.6
1400000US19153004300,19153004300,"Census Tract 43, Polk County, Iowa",5624,12.4,5.6,2802,12.9,5.7,2822,11.9,6.3
1400000US19153004400,19153004400,"Census Tract 44, Polk County, Iowa",4092,28,8.3,1927,27.8,9.4,2165,28.1,9.8
1400000US19153004501,19153004501,"Census Tract 45.01, Polk County, Iowa",4158,21,6.7,2128,20.9,6.6,2030,21.1,7.8
1400000US19153004502,19153004502,"Census Tract 45.02, Polk County, Iowa",2573,10.1,5.9,1300,9.5,7.8,1273,10.7,5.6
1400000US19153004602,19153004602,"Census Tract 46.02, Polk County, Iowa",6123,13.2,6.4,2620,11.8,5.6,3503,14.3,8
1400000US19153004603,19153004603,"Census Tract 46.03, Polk County, Iowa",3390,12.7,5.7,1595,9.2,4.7,1795,15.7,8.2
1400000US19153004701,19153004701,"Census Tract 47.01, Polk County, Iowa",4217,11.5,5.8,2158,9.9,6.5,2059,13.3,6.5
1400000US19153004702,19153004702,"Census Tract 47.02, Polk County, Iowa",2875,27,9.9,1609,25.5,11.2,1266,28.9,12.3
1400000US19153004800,19153004800,"Census Tract 48, Polk County, Iowa",2944,33.6,13.4,1351,35.2,15.3,1593,32.3,15.4
1400000US19153004900,19153004900,"Census Tract 49, Polk County, Iowa",2052,31.9,12.8,1050,26.6,14.6,1002,37.4,11.8
1400000US19153005000,19153005000,"Census Tract 50, Polk County, Iowa",3710,28.1,9.3,2092,31.5,11,1618,23.7,10.3
1400000US19153005100,19153005100,"Census Tract 51, Polk County, Iowa",4114,31.1,7.7,2290,33.6,9.1,1824,28,8.9
1400000US19153005200,19153005200,"Census Tract 52, Polk County, Iowa",3202,44.8,10.5,1580,44.7,10.7,1622,44.8,12.2
1400000US19153005300,19153005300,"Census Tract 53, Polk County, Iowa",2903,17.3,8.2,1481,16,7.5,1422,18.6,9.8
1400000US19153010101,19153010101,"Census Tract 101.01, Polk County, Iowa",4425,4,1.6,2419,2.7,1.7,2006,5.7,2.3
1400000US19153010102,19153010102,"Census Tract 101.02, Polk County, Iowa",5901,2,2.2,3047,0.8,0.9,2854,3.3,3.8
1400000US19153010203,19153010203,"Census Tract 102.03, Polk County, Iowa",20315,1.8,1.2,10277,1.1,0.8,10038,2.6,2.1
1400000US19153010205,19153010205,"Census Tract 102.05, Polk County, Iowa",5835,9.7,4.5,3008,7.3,3.8,2827,12.2,6
1400000US19153010207,19153010207,"Census Tract 102.07, Polk County, Iowa",4492,6.1,3.6,2210,3.6,3.3,2282,8.5,5.1
1400000US19153010208,19153010208,"Census Tract 102.08, Polk County, Iowa",3944,7.4,4.7,2098,7.7,6.2,1846,7,3.8
1400000US19153010209,19153010209,"Census Tract 102.09, Polk County, Iowa",5706,7.5,4.7,2954,8.2,5.9,2752,6.8,4.4
1400000US19153010211,19153010211,"Census Tract 102.11, Polk County, Iowa",3597,6.4,3.3,1800,5.9,4.6,1797,6.9,4.9
1400000US19153010212,19153010212,"Census Tract 102.12, Polk County, Iowa",3948,9.3,5.9,1966,8.5,7.4,1982,10.2,7.1
1400000US19153010404,19153010404,"Census Tract 104.04, Polk County, Iowa",4503,2.5,1.9,1961,1.3,1.5,2542,3.5,2.6
1400000US19153010405,19153010405,"Census Tract 104.05, Polk County, Iowa",6854,6.7,5,3220,7.4,6,3634,6.1,4.5
1400000US19153010406,19153010406,"Census Tract 104.06, Polk County, Iowa",4199,4,3.3,2130,1.6,2.6,2069,6.3,4.6
1400000US19153010407,19153010407,"Census Tract 104.07, Polk County, Iowa",4742,4.7,3.3,2103,2.2,1.5,2639,6.7,5.3
1400000US19153010408,19153010408,"Census Tract 104.08, Polk County, Iowa",3781,5.6,4.5,1702,5.2,6.6,2079,5.8,3.7
1400000US19153010409,19153010409,"Census Tract 104.09, Polk County, Iowa",4044,6.7,6.1,1989,6.5,6.4,2055,6.9,6.1
1400000US19153010500,19153010500,"Census Tract 105, Polk County, Iowa",5115,8.4,4.6,2563,6.7,5.2,2552,10.1,4.7
1400000US19153010600,19153010600,"Census Tract 106, Polk County, Iowa",8223,14.6,4.8,4249,14.3,6.3,3974,15,5.7
1400000US19153010702,19153010702,"Census Tract 107.02, Polk County, Iowa",5160,8.4,3.6,2688,9.1,5.4,2472,7.6,3.3
1400000US19153010703,19153010703,"Census Tract 107.03, Polk County, Iowa",4520,10.2,6,2336,10.1,8.1,2184,10.3,5.4
1400000US19153010705,19153010705,"Census Tract 107.05, Polk County, Iowa",4487,2.5,3.5,2269,0.1,0.2,2218,5,7
1400000US19153010706,19153010706,"Census Tract 107.06, Polk County, Iowa",5970,2.7,1.8,2806,2.1,1.5,3164,3.3,2.6
1400000US19153010802,19153010802,"Census Tract 108.02, Polk County, Iowa",9095,12,5.4,4014,6.8,3.2,5081,16,8
1400000US19153010803,19153010803,"Census Tract 108.03, Polk County, Iowa",5065,8.1,4.2,2498,8.7,4.9,2567,7.5,4.5
1400000US19153010804,19153010804,"Census Tract 108.04, Polk County, Iowa",4048,5.5,4.8,2003,3.2,3.4,2045,7.7,6.5
1400000US19153011001,19153011001,"Census Tract 110.01, Polk County, Iowa",3515,10.1,5,1809,11.1,5.9,1706,9.1,5.7
1400000US19153011021,19153011021,"Census Tract 110.21, Polk County, Iowa",4479,2.5,1.2,2254,1.4,1.2,2225,3.6,2
1400000US19153011025,19153011025,"Census Tract 110.25, Polk County, Iowa",3835,1,1.2,2010,0.6,1,1825,1.4,1.6
1400000US19153011026,19153011026,"Census Tract 110.26, Polk County, Iowa",5613,1.1,1,2877,1.1,1.2,2736,1.1,1.2
1400000US19153011027,19153011027,"Census Tract 110.27, Polk County, Iowa",7175,6.2,2.4,3677,2.9,2.3,3498,9.6,3.6
1400000US19153011028,19153011028,"Census Tract 110.28, Polk County, Iowa",4812,7.1,5.8,2428,4.4,4.4,2384,9.8,8
1400000US19153011111,19153011111,"Census Tract 111.11, Polk County, Iowa",5054,11.3,5.9,2538,10.9,8.3,2516,11.8,5.8
1400000US19153011112,19153011112,"Census Tract 111.12, Polk County, Iowa",3956,5.5,3.5,2046,4.3,3.7,1910,6.8,3.7
1400000US19153011113,19153011113,"Census Tract 111.13, Polk County, Iowa",2235,11.3,5.1,1078,11.5,7.4,1157,11.1,5.1
1400000US19153011114,19153011114,"Census Tract 111.14, Polk County, Iowa",4498,10.6,5.9,2249,10,6.4,2249,11.3,6.4
1400000US19153011201,19153011201,"Census Tract 112.01, Polk County, Iowa",4900,7.3,4.7,2409,4.9,3.4,2491,9.7,7
1400000US19153011203,19153011203,"Census Tract 112.03, Polk County, Iowa",3741,0.6,0.7,1769,0,1.3,1972,1.1,1.3
1400000US19153011205,19153011205,"Census Tract 112.05, Polk County, Iowa",3393,11.5,8.1,1662,8.5,6.1,1731,14.4,11.6
1400000US19153011206,19153011206,"Census Tract 112.06, Polk County, Iowa",3577,2.9,3.2,1758,0,1.3,1819,5.7,6.3
1400000US19153011300,19153011300,"Census Tract 113, Polk County, Iowa",14413,6,3.1,6788,3.5,2.3,7625,8.2,4
1400000US19153011404,19153011404,"Census Tract 114.04, Polk County, Iowa",5708,6.5,5.6,2745,6.5,5.5,2963,6.5,6.1
1400000US19153011500,19153011500,"Census Tract 115, Polk County, Iowa",5379,1,0.7,2611,0,0.9,2768,2,1.3
1400000US19153011600,19153011600,"Census Tract 116, Polk County, Iowa",0,,,0,,,0,,
1400000US19153011701,19153011701,"Census Tract 117.01, Polk County, Iowa",8328,3.2,2.6,3932,1.9,1.7,4396,4.4,3.7
1400000US19153011702,19153011702,"Census Tract 117.02, Polk County, Iowa",2749,6.3,4.8,1325,2.3,3.3,1424,10,6.8
1400000US19155021200,19155021200,"Census Tract 212, Pottawattamie County, Iowa",3721,15,7.6,1664,10.8,5.3,2057,18.3,11
1400000US19155021400,19155021400,"Census Tract 214, Pottawattamie County, Iowa",3450,2.9,1.8,1833,2.8,1.8,1617,3,2.4
1400000US19155021501,19155021501,"Census Tract 215.01, Pottawattamie County, Iowa",2435,11.2,4.2,1126,10.7,5.9,1309,11.6,4.2
1400000US19155021502,19155021502,"Census Tract 215.02, Pottawattamie County, Iowa",2785,10.4,4.3,1397,8.8,4.7,1388,12,6.2
1400000US19155021602,19155021602,"Census Tract 216.02, Pottawattamie County, Iowa",2519,1.4,1.2,1177,1.4,1.5,1342,1.5,1.6
1400000US19155021603,19155021603,"Census Tract 216.03, Pottawattamie County, Iowa",2421,5.2,2.6,1187,2.5,1.6,1234,7.9,4.4
1400000US19155021701,19155021701,"Census Tract 217.01, Pottawattamie County, Iowa",2118,12.7,4,1047,8.2,3.2,1071,17.1,5.6
1400000US19155021702,19155021702,"Census Tract 217.02, Pottawattamie County, Iowa",1996,7.7,3.5,1012,7.5,3.7,984,7.8,4.2
1400000US19155030100,19155030100,"Census Tract 301, Pottawattamie County, Iowa",6138,11.3,4.5,2870,8,4.1,3268,14.2,5.8
1400000US19155030200,19155030200,"Census Tract 302, Pottawattamie County, Iowa",3270,16.6,5.6,1578,15.2,7.2,1692,17.9,6.9
1400000US19155030300,19155030300,"Census Tract 303, Pottawattamie County, Iowa",3091,8,4,1450,5.9,4.4,1641,9.9,5
1400000US19155030401,19155030401,"Census Tract 304.01, Pottawattamie County, Iowa",3758,11.8,5.5,1903,13.1,7.6,1855,10.5,4.9
1400000US19155030402,19155030402,"Census Tract 304.02, Pottawattamie County, Iowa",2893,20.4,6.6,1409,15.9,7.4,1484,24.6,8.3
1400000US19155030501,19155030501,"Census Tract 305.01, Pottawattamie County, Iowa",2271,15.7,5.3,1131,15.2,6.3,1140,16.2,7
1400000US19155030502,19155030502,"Census Tract 305.02, Pottawattamie County, Iowa",2448,8,4.2,1267,7.8,4.8,1181,8.3,4.6
1400000US19155030601,19155030601,"Census Tract 306.01, Pottawattamie County, Iowa",2261,19.3,8.3,997,19.3,13.4,1264,19.4,6.9
1400000US19155030602,19155030602,"Census Tract 306.02, Pottawattamie County, Iowa",2843,21.6,6.6,1406,15.1,6.7,1437,28,8.6
1400000US19155030700,19155030700,"Census Tract 307, Pottawattamie County, Iowa",2493,18.7,9.5,1174,20.4,12.7,1319,17.1,8.7
